cafe_id,type,reference,claimed_status,claimed_condition,verified_at,provenance
beef0000-0000-4000-8000-000000000011,blog,https://wankonowa.com/column/2355/,allowed,,2026-07-16,aggregated
beef0000-0000-4000-8000-000000000012,blog,https://sheage.jp/article/109569,allowed,,2026-07-16,aggregated
beef0000-0000-4000-8000-000000000012,blog,https://odekake-wanko-bu.com/daikanyama-dogcafe/,allowed,,2026-07-16,aggregated
beef0000-0000-4000-8000-000000000013,blog,https://sheage.jp/article/109569,allowed,,2026-07-16,aggregated
beef0000-0000-4000-8000-000000000160,blog,https://wankonowa.com/column/dogcafe/1645/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000160,blog,https://wankonowa.com/column/3576/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000160,blog,https://odekake-wanko-bu.com/spot/dogdept_asakusa/,conditional,店内同伴可(犬種条件は要問い合わせ)。テラスの犬同伴可否は明記なし,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000160,official_hp,https://www.dogdept.com/shoplist/area03_21.html,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000161,blog,https://shoutago.hateblo.jp/entry/2021/11/27/075619,conditional,テラス席のみ犬同伴可(店内の記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000161,blog,https://tsutsujilog.net/asakusa-7/,conditional,テラス席のみ犬同伴可(店内の記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000161,blog,https://wankonowa.com/column/dogcafe/1645/,conditional,テラス席のみ犬同伴可(店内の記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000162,blog,https://wankonowa.com/column/dogcafe/1645/,conditional,テラス席のみ犬同伴可(店内不可)。大型犬もテラスなら可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000162,blog,https://wankonowa.com/column/3576/,conditional,テラス席のみ犬同伴可(店内不可)。大型犬もテラスなら可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000163,blog,https://otterthesausage.com/dogfriendly-restaurant_tokyo-kuramae_paradise-poki/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000163,blog,https://dogdog.site/paradise_poke/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000163,blog,https://wankonowa.com/column/dogcafe/1645/,conditional,愛犬同伴可能エリア:店内(混雑状況により制限あり)。大型犬同伴OK,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000164,blog,https://wankonowa.com/column/3576/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000165,blog,https://irohameguri.jp/food/petokcafe-kuramae/,conditional,イートイン時はカート・ドッグバッグに入れた状態で犬同伴可(テイクアウトはそのまま入店可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000165,blog,https://irohameguri.jp/food/mable/,conditional,イートイン時はカート・ドッグバッグに入れた状態で犬同伴可(テイクアウトはそのまま入店可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000165,tabelog,https://tabelog.com/en/tokyo/A1311/A131103/13275522/,conditional,イートイン時はカートまたはドッグバッグに入れた状態で犬同伴可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000166,blog,https://irohameguri.jp/food/petokcafe-kuramae/,conditional,入口付近の席のみペット同伴可(店内は一部限定),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000166,blog,https://wankonowa.com/column/dogcafe/1645/,conditional,店内は一部の席のみ、テラス席は同伴可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000167,blog,https://san-tatsu.jp/articles/289637/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000167,blog,https://wankonowa.com/column/dogcafe/1645/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000167,blog,https://wankonowa.com/column/3576/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000100,blog,https://wankonowa.com/column/2389/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000100,blog,https://petokoto.com/articles/122,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000100,blog,https://www.bungohills.com/dogcafe-ebisu,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000100,blog,https://milkyblog.net/burger-mania-ebisu/,allowed,店内全席で犬同伴可(全35席),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000101,blog,https://www.bungohills.com/dogcafe-hiroo,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000101,blog,https://milkyblog.net/burger-mania/,allowed,テラス席・奥のソファー席とも犬連れ利用可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000102,official_hp,https://areverieterrace.owst.jp/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000102,blog,https://petokoto.com/articles/122,conditional,大型犬の同伴についても同伴可能と記載,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000102,blog,https://www.bungohills.com/dogcafe-ebisu,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000102,blog,https://doghuggy.petgo.jp/dogmap/spot/2732,conditional,入店範囲は小型犬の店内可とのみ記載(大型犬の記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000103,blog,https://www.bungohills.com/dogcafe-hiroo,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000103,blog,https://dog-eats.tokyo/bondaicafe-hiroo/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000103,other,https://gh2t700.gorp.jp/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000104,blog,https://wankonowa.com/column/2389/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000104,official_hp,https://evergreen-pet.com/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000105,official_hp,https://tengenjicafe.jp/,conditional,テラス席のみ犬同伴可(店内の記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000105,blog,https://www.bungohills.com/dogcafe-hiroo,conditional,テラス席のみ犬同伴可(店内不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000106,blog,https://wankonowa.com/column/2389/,conditional,店内同伴OKだが大型犬は不可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000107,blog,https://www.bungohills.com/dogcafe-hiroo,conditional,テラス席のみ犬同伴可(店内不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000020,official_hp,https://www.billsjapan.com/en/locations/futakotamagawa,conditional,テラス席のみペット同伴可(補助犬以外は要問合せ),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000020,blog,https://www.gowithdog.org/post-7295/,conditional,テラス席のみ犬同伴可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000020,blog,https://petoria-tokyo.jp/feature/futakotamagawa-lunch/,conditional,テラス席のみ可・建物内移動時は全身が入るバッグやカートが必要,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000020,other,https://restaurant.ikyu.com/105380,not_allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000021,blog,https://www.gowithdog.org/futakotamagawa_rize_rigoletto/,conditional,テラス席のみペット同伴可(看板に「PET WELCOME」・テラス席へ案内),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000021,blog,https://www.gowithdog.org/post-4375/,conditional,テラス席のみ犬連れ可能(テラス4席),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000022,blog,https://petokoto.com/articles/83,conditional,テラス席(12〜2月は店内席も利用可能)・大型犬も対応,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000022,blog,https://pet-restaurant.com/report-chichicafe/,conditional,ペットはテラス席のみ同伴可能(店舗方針は変更の可能性ありとの注記あり),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000022,tabelog,https://tabelog.com/en/tokyo/A1317/A131708/13093876/,conditional,テラス席のみペット可の表示(Terrace seating Pets and smoking allowed),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000023,tabelog,https://tabelog.com/en/tokyo/A1317/A131708/13058141/,conditional,テラス席のみペット同伴可(Pets are only allowed on the terrace seating),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000024,blog,https://www.go-with-pet.com/news_bZQlGjynz0_238.html,conditional,通常はテラス席のみ・毎月1日/11日/21日/31日の「わんちゃんデー」は小型犬に限り店内同伴可(トイレのしつけ・予防接種・無駄吠えしつけが条件・大型犬中型犬とヒート中は不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000024,blog,https://pet-restaurant.com/report-bleueblanche/,conditional,ペットは毎月1・11・21日のみ店内同伴可・それ以外はテラス席のみ,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000025,blog,https://www.favy.jp/topics/20835,conditional,テラス席(ひさし有り)のみペット同伴可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000025,blog,https://futakotamagawa.century21-life.com/gourmet/other/futakotamagawa-lemaghreb-w682-20260706/,conditional,ペット可のテラス席ありとの紹介(店内は言及なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000025,tabelog,https://tabelog.com/en/tokyo/A1317/A131708/13003145/,conditional,店内の一部・テラスともペット同伴可との表示(Some indoor areas and the terrace seating are pet-friendly),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000026,blog,https://petoria-tokyo.jp/feature/futakotamagawa-lunch/,conditional,テラス席のみ可・共有部でのペット移動ルール確認が必須,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000026,blog,https://www.gowithdog.org/post-4375/,conditional,テラス席のみ犬連れ可能,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000026,blog,https://www.enjoytokyo.jp/article/107902/,conditional,ペット同伴はテラスのみ可・テラス暖房器具あり(「冬でも屋外ヒーターがあるので快適に過ごせます」),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000027,blog,https://petoria-tokyo.jp/feature/futakotamagawa-lunch/,conditional,テラス席のみ可(全40席のウッドデッキ),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000027,blog,https://co-trip.jp/article/542070,conditional,テラス席で犬と過ごせる・犬用の水やリードフックを用意,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000027,tabelog,https://tabelog.com/en/tokyo/A1317/A131708/13166283/,conditional,テラス席のみペット可の表示(Pet friendly - accommodate pets on the terrace),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000014,official_hp,https://jiyugaoka-castanet.favy.jp/,conditional,テラスだけでなく店内一部ワンちゃんOKと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000014,blog,https://dog-eats.tokyo/castanet/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000014,blog,https://good-life-with-dog.com/20181207_001/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000015,official_hp,https://ghzt100.gorp.jp/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000015,blog,https://pet-restaurant.com/report-jiyugaoka-burger/,conditional,屋上テラス席のみ・店内不可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000015,blog,https://petokoto.com/articles/1102,conditional,屋上テラスのみ,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000016,other,https://www.honda.co.jp/dog/travel/data/shutters/,conditional,テラス席のみ・全犬種OK(4テーブル8席限定),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000016,blog,https://petokoto.com/articles/1102,conditional,テラス席のみ・大型犬OK,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000017,official_hp,https://lattegraphic.co.jp/shoplist/shoplist-2-351/,conditional,テラスのみ可(店内不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000017,blog,https://dog-eats.tokyo/lattegraphic/,conditional,テラス犬OK・店内犬NG・ワンちゃんメニュー(300円)あり,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000018,blog,https://dog-eats.tokyo/torattoriamocco/,conditional,店内入口側4人掛け×4席のみ犬同伴可(奥のエリアは不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000018,blog,https://petokoto.com/articles/1102,conditional,店内OK・大型犬OK(店内が狭いため注意),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000019,blog,https://dog-eats.tokyo/plus-veganique/,conditional,ソファ席1席のみ犬同伴可・要予約推奨(席はやや上階寄りと記述),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000019,other,https://hachidory.com/restaurant/00/id=551/,conditional,1階ソファ席限定・小型犬のみ入店可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000040,official_hp,https://88ya.jp/,conditional,テラス席のみペット同伴でご利用いただける旨を明記(店内は不可の趣旨),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000040,other,https://www.honda.co.jp/dog/travel/data/hachijuhachiya/,conditional,中型犬までは店内同伴OK・大型犬もOKだがテラス席のみ利用可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000040,blog,https://pet-restaurant.com/report-88ya/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000040,blog,https://wankonowa.com/column/dogcafe/1581/,conditional,テラス席のみ同伴可・大型犬OK,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000040,blog,https://doghuggy.petgo.jp/dogmap/spot/286,conditional,入店範囲は小型犬(ケージに入れれば店内可)。ペットカートは店内が狭いためテラス席のみ案内,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000041,blog,https://wankonowa.com/column/dogcafe/1581/,conditional,店内・テラス可、大型犬はテラス・屋上席のみ。ワクチン接種済みの犬のみ・ヒート中の犬は同伴不可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000041,blog,https://kichijoji-gourmet.com/thehohbyfafa/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000041,blog,https://pet-restaurant.com/report-thehouseofhoundsbyfafa/,conditional,ペット入店範囲は店内・テラス。ワクチン接種済み・無駄吠えやヒート中でないこと・店内はリード着用必須と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000042,official_hp,https://akr2187802039.owst.jp/,conditional,テラス席のみペット同伴でご利用いただける旨を明記(店内不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000042,blog,https://pet-restaurant.com/report-la-befana/,conditional,ペット入店範囲はテラスのみと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000043,blog,https://pet-restaurant.com/report-pizzeriatrattoria-gonzo/,conditional,ペット入店範囲はテラス席のみと明記(ビニールシート・ペットカート可・ドッグメニュー無・水飲み無・リードフック無),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000044,blog,https://www.gowithdog.org/inokashira_park_usagikan/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000044,blog,https://www.kichijoji-go.net/cafe/usagi.html,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000044,blog,https://wankonowa.com/column/dogcafe/1581/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000045,blog,https://wankonowa.com/column/dogcafe/1581/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000045,blog,https://inunavi.plan-b.co.jp/inucafe_kitijouji/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000046,official_hp,https://www.syuna-bani.net/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000046,blog,https://wankonowa.com/column/dogcafe/1581/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000046,blog,https://doghuggy.petgo.jp/dogmap/spot/291,conditional,入店範囲(小型犬)店内可・ドッグメニュー有,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000120,blog,https://san-tatsu.jp/articles/284465/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000120,blog,https://www.veltra.com/jp/yokka/article/cafe-tanton/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000120,blog,https://kotomise.jp/shops/cafe-tanton/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000120,tabelog,https://tabelog.com/tokyo/A1313/A131303/13257909/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000121,blog,https://odekake-wanko-bu.com/spot/iki-roastery-eatery/,conditional,店内は犬同伴可(犬種条件は要問い合わせ)。テラスの記載なし,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000121,blog,https://www.veltra.com/jp/yokka/article/iki-roastery-eatery/,conditional,店内・テラスともに犬同伴可。ただし同伴で座れる席は限られる場合があり犬用メニューの提供はなし,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000122,other,https://petlife.asia/petcafe/531/,conditional,店内・テラスとも犬同伴可。大型犬は要相談のため来店前に要電話,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000122,tabelog,https://tabelog.com/tokyo/A1313/A131303/13251582/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000123,blog,https://www.innuis.com/dog/introduce/%E3%82%A2%E3%83%8D%E3%82%AB%E3%83%95%E3%82%A7%E3%83%A2%E3%83%B3%E3%83%8A%E3%82%AB%E3%83%B4%E3%82%A3%E3%83%AC%E3%83%83%E3%82%B8%E6%B1%9F%E6%9D%B1%E5%8C%BA%E5%AF%8C%E5%B2%A1,conditional,店内・テラスとも犬同伴可。ただしサイズ別推奨度は大型犬×と紹介されており要個別確認,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000123,blog,https://note.com/loyal_flax3251/n/nc17396730bee,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000124,blog,https://www.go-with-pet.com/news_9WfnVfpHy.html,conditional,店内は入口側1卓・テラスは2卓のみ犬同伴可(大型犬可)。頭数が限られるため事前予約が望ましい,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000124,blog,https://petoria-tokyo.jp/feature/monzennakacho-lunch/,conditional,店内・テラスとも犬同伴可。要電話またはDM予約・カフェマット等要持参(ペットカート不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000124,tabelog,https://tabelog.com/tokyo/A1313/A131303/13180864/,conditional,テラス席(2卓)と店内入口側の1卓のみ犬同伴可。予約は電話で受付,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000125,official_hp,https://chatiere-tokyo.com/,conditional,ペットはカートで入店可(専用のドッグフレンチコースを注文する必要あり),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000125,tabelog,https://tabelog.com/tokyo/A1313/A131303/13008017/dtlrvwlst/B36979403/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000126,official_hp,https://clannbytheriver.jp/,conditional,ウッドテラス席のみ犬同伴可(店内不可)。お水とドッグトリーツを提供,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000126,other,https://r.gnavi.co.jp/19fmp0n60000/,conditional,テラスのみ犬同伴可(小型・中型・大型犬いずれも可)。店内は同伴不可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000126,tabelog,https://tabelog.com/tokyo/A1313/A131303/13207479/,conditional,テラス席のみ犬同伴可(カート含め店内不可)。テラスにリードフックあり,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000127,other,https://pet-restaurant.com/tokyo-monzennakacho-kiba-toyocho/,conditional,ペットはテラス席のみ可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000127,blog,https://oshi-china.com/monzennakacho_picchi/,conditional,ペットはテラス席のみ可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000060,official_hp,https://www.black-terrace.jp/pet-friendly/,conditional,店内犬同伴可・リードを短く持つかキャリー/バギー使用・1グループ原則3頭まで・ソファ/イス着席は体重7kg以下の犬のみ,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000060,blog,https://odekake-wanko-bu.com/spot/black_terrace/,conditional,店内OK・テラスOK・大型犬まで(要予約)・リード必須・マナーパンツ持参推奨・1グループ3頭まで,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000060,blog,https://dog-eats.tokyo/blackterrace/,conditional,店内OK・テラスは会員制(一人500円)・来店時は事前連絡必須・犬用メニュー(茹で牛肉ロース)とお水サービスあり(大型犬可否の明記なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000061,blog,https://dog-eats.tokyo/onigiricafe/,conditional,店内はどの席も犬同伴OK・カート利用は入口付近の席のみ・犬用メニュー/お水サービスはなし,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000061,blog,https://wankonowa.com/column/1858/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000062,blog,https://wankonowa.com/column/1858/,conditional,店内は一部席のみ犬同伴可・テラスは全面OK・犬用メニューあり,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000062,blog,https://www.bungohills.com/dogcafe-nakameguro,conditional,店内は入口付近の一部席(3席程度)のみ・テラスは全面OK,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000062,blog,https://media.imakoapp.com/meguro-river-pet-friendly-cafe/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000062,blog,https://www.urimaru.blog/%E4%B8%AD%E7%9B%AE%E9%BB%92%E3%81%AE%E3%83%9A%E3%83%83%E3%83%88%E5%8F%AF%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%81%EF%BC%86-oimo-tokyo-cafe/,conditional,テラス席と一部の店内がペット同伴可能,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000063,blog,https://wankonowa.com/column/1858/,conditional,店内・テラスともOKだが大型犬はテラスのみと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000063,blog,https://odekake-wanko-bu.com/spot/roju-cafe/,conditional,店内OK・テラスOK・イスの上はNG・犬種は要問い合わせ,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000063,blog,https://media.imakoapp.com/meguro-river-pet-friendly-cafe/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000063,blog,https://inunavi.plan-b.co.jp/inucafe_nakameguro/,conditional,テラス席のみ犬同伴OKで店内は不可と明記(他3出典と相違・要注意),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000064,blog,https://wankonowa.com/column/1858/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000064,blog,https://hina-diary.amebaownd.com/posts/22071132/,conditional,ワンコエリアは店内及びテラス・椅子には店が貸し出すマットを敷いて利用,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000064,blog,https://note.com/hayaf3/n/n6c739fed420c,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000065,blog,https://inuyume.com/nakameguro-slow-table/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000065,blog,https://www.advance-real.co.jp/blog/petcafe-nakameguro/,conditional,緑に囲まれたオープンテラスで犬と食事可能と明記(店内可否の直接記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000066,blog,https://www.bungohills.com/dogcafe-nakameguro,conditional,店内は2テーブル限定で犬同伴可・テラスの記載なし,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000066,blog,https://good-life-with-dog.com/20181127_001/,conditional,店内奥のソファ席と通路を挟んだ4人掛け2卓のみ犬同伴可・川沿いの窓際席は不可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000066,blog,https://wankonowa.com/column/1858/,conditional,店内一部席のみ犬同伴可・テラスの記載なし・大型犬は不可と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000140,blog,https://www.honda.co.jp/dog/travel/data/cafe-dogdept/,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000140,official_hp,https://www.dogdept.com/shoplist/area03_3.html,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000140,blog,https://petokoto.com/articles/115,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000140,blog,https://doghuggy.petgo.jp/media/4656,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000141,official_hp,https://www.billsjapan.com/en/locations/odaiba,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000141,official_hp,https://www.odaiba-decks.com/shop/detail/13052000?tenant_cd=13052000,conditional,店内利用時はペットゲージまたはペットカートの使用が必須(テラスは終日同伴可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000142,official_hp,https://www.odaiba-decks.com/shop/detail/13051001?tenant_cd=13051001,conditional,リードに繋いでいればテラス席のみペット同伴可(店内不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000142,blog,https://petokoto.com/articles/115,conditional,ペットはテラス席のみ同伴可能・冬季はテラス自体の利用が不可,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000142,official_hp,https://logic-odaiba.gorp.jp/,unverified,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000143,blog,https://www.gowithdog.org/odaiba_the_open_bakery_sandwich_and_coffee/,conditional,テラス席で犬同伴可(店内可否の記載なし),2026-07-17,aggregated
